platform,year,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,game_id
DS,2008.0,Nintendo,2.82,1.78,2.69,0.55,7.84,89
2600,1982.0,Atari,7.28,0.45,0.0,0.08,7.81,90
NES,1984.0,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,90
PSP,2005.0,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,91
PS2,2006.0,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,91
Wii,2010.0,Nintendo,3.66,2.42,0.98,0.64,7.69,92
PS4,2015.0,Electronic Arts,2.93,3.29,0.22,1.23,7.67,93
XOne,2015.0,Electronic Arts,1.94,1.22,0.02,0.31,3.49,93
PC,2015.0,Electronic Arts,0.13,0.37,0.0,0.04,0.54,93
PS4,2014.0,Activision,2.8,3.3,0.14,1.37,7.6,94
XOne,2014.0,Activision,3.21,1.53,0.01,0.38,5.13,94
PS3,2014.0,Activision,1.54,1.94,0.19,0.77,4.45,94
X360,2014.0,Activision,2.75,1.18,0.0,0.37,4.31,94
PC,2014.0,Activision,0.14,0.23,0.0,0.04,0.41,94
N64,1998.0,Nintendo,4.1,1.89,1.45,0.16,7.6,95
3DS,2011.0,Nintendo,2.03,1.27,0.62,0.3,4.21,95
PS,1997.0,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58,96
NES,1988.0,Nintendo,5.39,1.18,0.7,0.19,7.46,97
3DS,2014.0,Nintendo,3.24,1.35,2.42,0.43,7.45,98
WiiU,2014.0,Nintendo,2.59,1.06,0.8,0.57,5.02,98
X360,2008.0,Activision,4.79,1.9,0.0,0.69,7.37,99
PS3,2008.0,Activision,2.72,1.87,0.0,0.84,5.43,99
Wii,2008.0,Activision,1.2,0.59,0.0,0.19,1.97,99
DS,2008.0,Activision,0.57,0.26,0.0,0.08,0.91,99
PC,2008.0,Activision,0.02,0.13,0.0,0.03,0.19,99
X360,2011.0,Electronic Arts,4.46,2.13,0.06,0.69,7.34,100
PS3,2011.0,Electronic Arts,2.85,2.93,0.35,1.1,7.23,100
PC,2011.0,Electronic Arts,0.89,1.43,0.0,0.48,2.79,100
Wii,2006.0,Nintendo,3.83,2.19,0.6,0.7,7.31,101
GC,2006.0,Nintendo,1.15,0.36,0.04,0.04,1.59,101
Wii,2009.0,Ubisoft,3.51,3.03,0.0,0.73,7.27,103
PS2,2003.0,Electronic Arts,3.27,2.83,0.08,1.02,7.2,105
XB,2003.0,Electronic Arts,1.09,0.55,0.0,0.07,1.71,105
GC,2003.0,Electronic Arts,0.69,0.48,0.01,0.03,1.21,105
GBA,2003.0,Electronic Arts,0.21,0.08,0.0,0.01,0.29,105
PC,2003.0,Electronic Arts,0.0,0.04,0.0,0.01,0.05,105
PS,1998.0,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,106
PS,1998.0,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,107
GC,2001.0,Nintendo,4.41,1.04,1.39,0.22,7.07,108
WiiU,2014.0,Nintendo,3.13,2.07,1.27,0.49,6.96,109
PS4,2015.0,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96,110
XOne,2015.0,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,110
PC,2015.0,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,110
GC,2003.0,Nintendo,4.12,1.77,0.87,0.19,6.95,111
Wii,2012.0,Ubisoft,4.14,2.21,0.0,0.56,6.91,112
X360,2012.0,Ubisoft,0.9,0.2,0.0,0.08,1.19,112
PS3,2012.0,Ubisoft,0.26,0.12,0.0,0.06,0.44,112
WiiU,2012.0,Ubisoft,0.22,0.14,0.0,0.03,0.39,112
PS3,2013.0,Electronic Arts,0.78,4.32,0.07,1.73,6.9,113
X360,2013.0,Electronic Arts,0.92,2.93,0.01,0.46,4.31,113
PS4,2013.0,Electronic Arts,0.61,1.85,0.11,0.33,2.9,113
XOne,2013.0,Electronic Arts,0.41,0.66,0.0,0.12,1.19,113
PSV,2013.0,Electronic Arts,0.11,0.25,0.01,0.13,0.5,113
PC,2013.0,Electronic Arts,0.01,0.36,0.0,0.06,0.43,113
Wii,2013.0,Electronic Arts,0.0,0.38,0.0,0.05,0.43,113
3DS,2013.0,Electronic Arts,0.0,0.23,0.0,0.03,0.25,113
PSP,2013.0,Electronic Arts,0.0,0.16,0.0,0.07,0.23,113
PS2,2004.0,Electronic Arts,2.71,3.02,0.08,1.09,6.9,114
XB,2004.0,Electronic Arts,1.38,0.8,0.0,0.1,2.28,114
GC,2004.0,Electronic Arts,0.7,0.39,0.01,0.03,1.14,114
GBA,2004.0,Electronic Arts,0.31,0.12,0.0,0.01,0.43,114
DS,2005.0,Electronic Arts,0.11,0.02,0.0,0.01,0.14,114
PC,2004.0,Electronic Arts,0.0,0.06,0.0,0.01,0.08,114
PS2,2002.0,Electronic Arts,2.93,2.75,0.17,0.99,6.83,115
XB,2002.0,Electronic Arts,1.0,0.43,0.0,0.06,1.49,115
GC,2002.0,Electronic Arts,0.46,0.12,0.0,0.02,0.59,115
PS3,2011.0,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83,116
PS,1996.0,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,117
Wii,2010.0,505 Games,3.5,2.64,0.0,0.67,6.81,118
X360,2010.0,505 Games,1.74,0.48,0.0,0.18,2.39,118
PS3,2010.0,505 Games,0.28,0.21,0.0,0.09,0.59,118
X360,2008.0,Microsoft Game Studios,4.15,1.92,0.06,0.64,6.76,119
PS3,2009.0,Sony Computer Entertainment,3.27,2.25,0.21,1.0,6.73,120
PS3,2011.0,Electronic Arts,0.84,4.32,0.11,1.42,6.69,122
X360,2011.0,Electronic Arts,0.84,2.79,0.02,0.53,4.19,122
Wii,2011.0,Electronic Arts,0.16,0.52,0.0,0.11,0.79,122
PSP,2011.0,Electronic Arts,0.12,0.26,0.02,0.14,0.53,122
PC,2011.0,Electronic Arts,0.04,0.33,0.0,0.1,0.47,122
3DS,2011.0,Electronic Arts,0.08,0.26,0.0,0.05,0.39,122
PS2,2011.0,Electronic Arts,0.0,0.02,0.0,0.06,0.09,122
DS,2005.0,Nintendo,1.67,2.78,1.6,0.62,6.67,123
PS3,2010.0,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6,124
X360,2010.0,Take-Two Interactive,3.7,1.97,0.09,0.57,6.34,124
PS4,2014.0,Electronic Arts,0.79,4.29,0.05,1.47,6.59,125
PS3,2014.0,Electronic Arts,0.57,3.14,0.04,1.07,4.82,125
X360,2014.0,Electronic Arts,0.78,2.02,0.0,0.3,3.11,125
XOne,2014.0,Electronic Arts,0.6,1.41,0.0,0.14,2.15,125
PSV,2014.0,Electronic Arts,0.13,0.48,0.04,0.19,0.84,125
Wii,2014.0,Electronic Arts,0.24,0.46,0.0,0.06,0.76,125
3DS,2014.0,Electronic Arts,0.09,0.33,0.0,0.03,0.45,125
PC,2014.0,Electronic Arts,0.0,0.27,0.0,0.03,0.3,125
Wii,2010.0,Nintendo,3.25,1.84,1.03,0.47,6.59,126
3DS,2013.0,Nintendo,0.73,0.62,0.4,0.12,1.87,126
NES,1986.0,Nintendo,3.74,0.93,1.69,0.14,6.51,128
PS3,2012.0,Ubisoft,2.64,2.56,0.16,1.14,6.5,129
X360,2012.0,Ubisoft,3.13,1.71,0.03,0.44,5.3,129
PC,2012.0,Ubisoft,0.28,0.53,0.0,0.13,0.94,129
WiiU,2012.0,Ubisoft,0.19,0.13,0.0,0.03,0.36,129
XB,2001.0,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,130
PC,2003.0,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,130
GBA,2004.0,Nintendo,2.57,1.58,2.06,0.21,6.41,131
PS2,2002.0,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,132
PS3,2013.0,Square Enix,0.9,0.37,0.25,0.24,1.75,132
GB,2000.0,Nintendo,2.55,1.56,1.29,0.99,6.39,133
X360,2009.0,Microsoft Game Studios,4.34,1.35,0.06,0.61,6.36,134
GC,2002.0,Nintendo,4.01,1.26,0.87,0.17,6.31,136
SNES,1992.0,Capcom,2.47,0.83,2.87,0.12,6.3,137
PC,2004.0,Activision,0.07,6.21,0.0,0.0,6.28,138
PS,1999.0,GT Interactive,3.11,2.8,0.02,0.33,6.27,139
X360,2010.0,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,140
X360,2011.0,Microsoft Game Studios,4.05,1.62,0.07,0.49,6.24,141
X360,2006.0,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,142
PC,2007.0,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,142
PS2,2001.0,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,143
GEN,1992.0,Sega,4.47,1.2,0.16,0.19,6.03,144
PS3,2008.0,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,145
PS,1998.0,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,146
GB,2000.0,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,146
PS3,2013.0,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,147
PS4,2014.0,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,147
PS2,2006.0,Square Enix,1.88,0.0,2.33,1.74,5.95,148
PS3,2008.0,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,149
PSP,2009.0,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,149
DS,2009.0,Nintendo,0.66,0.69,4.35,0.15,5.84,150
Wii,2007.0,LucasArts,3.66,1.63,0.0,0.53,5.83,151
DS,2007.0,LucasArts,2.89,1.54,0.0,0.46,4.9,151
X360,2007.0,LucasArts,1.53,0.87,0.0,0.24,2.64,151
PS3,2007.0,LucasArts,1.02,0.97,0.0,0.39,2.38,151
PS,1998.0,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,152
N64,1999.0,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,152
GC,2003.0,Capcom,0.04,0.01,0.0,0.0,0.06,152
PS,1996.0,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,153
DS,2006.0,505 Games,3.13,1.94,0.07,0.58,5.72,154
PS4,2014.0,Activision,2.49,2.05,0.16,0.96,5.65,155
XOne,2014.0,Activision,2.13,0.92,0.0,0.23,3.28,155
X360,2014.0,Activision,1.3,0.49,0.0,0.16,1.95,155
PS3,2014.0,Activision,0.67,0.66,0.12,0.27,1.73,155
PS3,2009.0,Ubisoft,2.54,1.95,0.21,0.87,5.57,157
X360,2009.0,Ubisoft,3.1,1.56,0.08,0.51,5.27,157
PC,2010.0,Ubisoft,0.01,0.45,0.0,0.11,0.57,157
N64,1999.0,Nintendo,2.95,0.6,1.97,0.04,5.55,158
X360,2007.0,Ubisoft,3.28,1.65,0.07,0.55,5.55,159
PS3,2007.0,Ubisoft,1.91,2.0,0.09,0.83,4.83,159
PC,2008.0,Ubisoft,0.01,0.83,0.0,0.08,0.92,159
PS3,2011.0,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,160
X360,2011.0,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,160
PC,2011.0,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,160
WiiU,2012.0,Warner Bros. Interactive Entertainment,0.17,0.18,0.0,0.03,0.38,160
X360,2009.0,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,161
PSP,2008.0,Capcom,0.47,0.57,4.13,0.34,5.5,162
GBA,2001.0,Nintendo,3.14,1.24,0.91,0.2,5.49,163
GBA,2001.0,Nintendo,2.62,1.64,0.99,0.23,5.47,164
N64,1999.0,Nintendo,3.18,1.24,0.94,0.09,5.45,166
PS2,2001.0,Universal Interactive,2.07,2.29,0.24,0.82,5.42,168
XB,2002.0,Universal Interactive,0.59,0.57,0.0,0.07,1.23,168
GC,2002.0,Universal Interactive,0.46,0.12,0.0,0.02,0.59,168
PS3,2009.0,Square Enix,1.74,1.24,1.87,0.52,5.36,170
X360,2010.0,Square Enix,1.27,0.68,0.01,0.2,2.17,170
GB,1989.0,Nintendo,2.18,0.96,2.0,0.2,5.34,171
NES,1990.0,Nintendo,2.62,0.6,1.52,0.1,4.85,171
GB,1999.0,Nintendo,3.02,1.12,1.01,0.16,5.31,172
PS,2000.0,SquareSoft,1.62,0.77,2.78,0.14,5.3,174
PS2,2003.0,Electronic Arts,1.92,1.08,2.11,0.17,5.29,175
N64,1999.0,Nintendo,3.33,0.79,1.09,0.06,5.27,176
DS,2007.0,Nintendo,1.22,2.48,1.03,0.52,5.26,178
PS,1997.0,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,179
PC,1997.0,Eidos Interactive,0.91,1.25,0.0,0.13,2.29,179
PS2,,Electronic Arts,4.26,0.26,0.01,0.71,5.23,180
XB,2003.0,Electronic Arts,1.02,0.02,0.0,0.05,1.09,180
GC,2003.0,Electronic Arts,0.4,0.1,0.0,0.01,0.51,180
GBA,2003.0,Electronic Arts,0.22,0.08,0.0,0.01,0.31,180
PS2,2004.0,Square Enix,0.65,0.75,3.61,0.2,5.21,181
3DS,2015.0,Square Enix,0.0,0.0,0.86,0.0,0.86,181
PC,2012.0,Activision,2.43,2.15,0.0,0.62,5.2,182
PS3,2013.0,Activision,0.71,0.83,0.15,0.35,2.05,182
PS4,2014.0,Activision,0.49,0.88,0.06,0.3,1.74,182
X360,2013.0,Activision,0.89,0.44,0.0,0.12,1.45,182
